date,close,high,low,open,volume
2014-01-02,9.329201698303223,9.361069289790665,9.297334106815782,9.353102543874742,43048292
2014-01-03,9.217665672302246,9.31326844925682,9.193765433931429,9.31326844925682,58038024
2014-01-06,9.19376277923584,9.23359710617549,9.169861939942612,9.20172952305905,59483240
2014-01-07,9.19376277923584,9.225630362352277,9.19376277923584,9.20172952305905,52513328
2014-01-08,9.209697723388672,9.233598566461797,9.19376423322238,9.19376423322238,30420860
2014-01-09,9.169861793518066,9.209696119821642,9.145961562430072,9.185795888733645,34284912
2014-01-10,9.169861793518066,9.185795888733645,9.161895049822068,9.161895049822068,18966496
2014-01-13,9.225632667541504,9.273433750248321,9.209698568090069,9.241566159169196,24719476
2014-01-14,9.209697723388672,9.217664468471817,9.1778301352324,9.19376423322238,17105764
2014-01-15,9.305302619934082,9.313269366842608,9.233600682109692,9.233600682109692,46703380
2014-01-16,9.329201698303223,9.361069289790665,9.3212349523873,9.3212349523873,51086792
2014-01-17,9.345134735107422,9.353101480117262,9.289366304391178,9.337167382273899,32678336
2014-01-20,9.369034767150879,9.369034767150879,9.305300200629327,9.305300200629327,22508624
2014-01-21,9.329201698303223,9.37700278162251,9.3212349523873,9.361069289790665,27854648
2014-01-22,9.345134735107422,9.345134735107422,9.297333049401018,9.31326714724438,27352876
2014-01-23,9.321234703063965,9.361069039401846,9.297333858131744,9.337168194469623,27619472
2014-01-24,9.345134735107422,9.36903497013694,9.289366304391178,9.289366304391178,42824140
2014-01-27,9.177830696105957,9.273433466417227,9.153930459395932,9.257499367453486,85301372
2014-02-05,8.891021728515625,8.98662447869452,8.85915414512266,8.98662447869452,230238436
2014-02-06,8.922889709472656,8.954757294285498,8.891022124659814,8.914922965225351,51415188
2014-02-07,9.018492698669434,9.03442679647636,8.970691620896012,8.98662571870294,64110096
2014-02-10,9.018492698669434,9.066294384266534,9.018492698669434,9.066294384266534,24080716
2014-02-11,9.074262619018555,9.074262619018555,9.018494179274088,9.018494179274088,22328312
2014-02-12,9.169861793518066,9.169861793518066,9.106127236126497,9.106127236126497,74418164
2014-02-13,9.145963668823242,9.169863905415664,9.137996315468712,9.153930414354049,32942784
2014-02-14,9.233598709106445,9.27343304296124,9.19376437525165,9.19376437525165,89315428
2014-02-17,9.233598709106445,9.28139978816746,9.233598709106445,9.257498944725103,61739836
2014-02-18,9.265467643737793,9.265467643737793,9.20969920354545,9.23360005045985,52354744
2014-02-19,9.265467643737793,9.27343439010133,9.24953354318693,9.257500289550467,53466752
2014-02-20,9.185797691345215,9.24953226124399,9.177830338262128,9.24953226124399,54949324
2014-02-21,9.273433685302734,9.313268021916729,9.273433685302734,9.305301276158678,69269712
2014-02-24,9.225632667541504,9.31326808714129,9.209698568090069,9.305301341327446,29472252
2014-02-25,9.265467643737793,9.28140113646487,9.23360005045985,9.28140113646487,34487972
2014-02-26,9.305302619934082,9.321236113751134,9.233600682109692,9.241567429018218,35814604
2014-02-27,9.28936767578125,9.313268522162936,9.28936767578125,9.28936767578125,14705832
2014-03-03,9.233598709106445,9.265466297755022,9.161896786603073,9.209697865664088,32083740
2014-03-04,9.19376277923584,9.2415638499987,9.19376277923584,9.225630362352277,24742744
2014-03-05,9.28936767578125,9.313268522162936,9.273434183409309,9.273434183409309,27606472
2014-03-06,9.4248046875,9.432771433597436,9.297334318645952,9.297334318645952,104906556
2014-03-07,9.464637756347656,9.52837232440239,9.44870365846621,9.44870365846621,121579216
2014-03-10,9.408866882324219,9.464635298692528,9.392933396403858,9.448701204948643,31723268
2014-03-11,9.456672668457031,9.472606770154844,9.424805680709063,9.440739174583047,19870876
2014-03-12,9.369034767150879,9.400902354323488,9.361068022313644,9.377001511988114,10686956
2014-03-13,9.520405769348145,9.528372514535999,9.440737101822219,9.440737101822219,102771300
2014-03-14,9.4248046875,9.44870492579231,9.416837333578798,9.4248046875,53798460
2014-03-17,9.408866882324219,9.432767719028282,9.38496665344368,9.424800976068104,35932728
2014-03-18,9.464637756347656,9.48057124640542,9.432770168408448,9.464637756347656,59453116
2014-03-19,9.440735816955566,9.472603401193556,9.392934744510386,9.464636657089962,39421576
2014-03-20,9.321234703063965,9.353102293699017,9.289367112428915,9.353102293699017,73931636
2014-03-21,9.321234703063965,9.345135547996188,9.305301211658307,9.345135547996188,16571936
2014-03-24,9.345134735107422,9.345134735107422,9.281399559381338,9.31326714724438,45385080
2014-03-25,9.4248046875,9.4248046875,9.321235164762028,9.321235164762028,19660108
2014-03-26,9.512439727783203,9.512439727783203,9.456671291695718,9.472605391073746,39920680
2014-03-27,9.528373718261719,9.536340464456016,9.472605887077862,9.480572633272159,45032628
2014-03-28,9.544307708740234,9.57617469315104,9.528373608711066,9.536340354813767,80659560
2014-03-31,9.57617473602295,9.584142089985086,9.544307751469477,9.56820798988458,68747604
2014-04-01,9.655842781066895,9.655842781066895,9.59210820830769,9.600074953924626,115344888
2014-04-02,9.687712669372559,9.743481117567343,9.687712669372559,9.687712669372559,76419420
2014-04-03,9.663812637329102,9.711613731234396,9.663812637329102,9.687712880369805,50481320
2014-04-07,9.639908790588379,9.639908790588379,9.608041201947314,9.623975300179694,45521276
2014-04-08,9.687712669372559,9.703646772209872,9.631944829001647,9.631944829001647,56047548
2014-04-09,9.719578742980957,9.735512235495678,9.68771115012774,9.68771115012774,48268256
2014-04-10,9.751446723937988,9.767380217086856,9.703645636667586,9.759413470512422,53947896
2014-04-11,9.74347972869873,9.74347972869873,9.687711288453368,9.687711288453368,60076540
2014-04-14,9.727546691894531,9.75144754144535,9.703646450167568,9.735513439136852,53588012
2014-04-15,9.775346755981445,9.79128085661559,9.751446516765911,9.751446516765911,55573664
2014-04-16,9.767378807067871,9.799246396589002,9.735511217546742,9.775345552492226,28198764
2014-04-17,9.74347972869873,9.78331406837808,9.73551237450383,9.767379967812069,14127132
2014-04-18,9.80721378326416,9.86298222052852,9.799247037318896,9.839081374868973,28291008
2014-04-21,9.80721378326416,9.823147882978445,9.791280291373631,9.791280291373631,13622592
2014-04-22,9.839080810546875,9.870948400323917,9.807213220769833,9.807213220769833,36551020
2014-04-23,9.823148727416992,9.886883308281751,9.799247879702829,9.855015713937469,21948456
2014-04-24,9.839080810546875,9.847047556035205,9.815179966258166,9.831114065058545,18072820
2014-04-25,9.67177677154541,9.847047604445224,9.655842672666695,9.823147367862735,91612672
2014-04-28,9.759413719177246,9.799248060888173,9.608043099110958,9.608043099110958,33931452
2014-04-29,9.775346755981445,9.799247603020767,9.735512416131767,9.759413263171089,26075860
2014-04-30,9.719578742980957,9.791280674944753,9.68771115012774,9.783313928687393,22392560
2014-05-02,9.767378807067871,9.823147240685778,9.74347857079481,9.74347857079481,30587352
2014-05-05,9.751446723937988,9.815181304357258,9.719579129816452,9.807214557782824,27383572
2014-05-06,9.80721378326416,9.839081374868973,9.735511854109271,9.799247037318896,41254052
2014-05-07,9.78331470489502,9.815181692452784,9.751447109513428,9.799248198673903,31511704
2014-05-08,9.855013847351074,9.855013847351074,9.783312533436765,9.815179513921485,15325912
2014-05-09,9.791279792785645,9.855014364926046,9.791279792785645,9.831114128307291,15729556
2014-05-12,9.74347972869873,9.799247561120307,9.73551237450383,9.799247561120307,15734644
2014-05-13,9.791279792785645,9.839080873846877,9.775345693882752,9.815180029404399,22442856
